GEO_ID,STATE,COUNTY,NAME,STATE_COUNTY,LSAD,CENSUSAREA
0500000US12071,12,71,Lee,Illinois Lee,County,784.513
0500000US01081,1,81,Lee,Iowa Lee,County,607.536
0500000US19111,19,111,Lee,Kentucky Lee,County,517.518
0500000US37105,37,105,Lee,Mississippi Lee,County,254.959
0500000US48287,48,287,Lee,North Carolina Lee,County,629.016
0500000US51105,51,105,Lee,South Carolina Lee,County,435.518
0500000US26089,26,89,Leelanau,Texas Lee,County,347.171
0500000US28083,28,83,Leflore,Virginia Lee,County,592.539
0500000US42077,42,77,Lehigh,Michigan Leelanau,County,345.166
0500000US16059,16,59,Lemhi,Mississippi Leflore,County,4563.387
0500000US26091,26,91,Lenawee,Pennsylvania Lehigh,County,749.555
0500000US37107,37,107,Lenoir,Idaho Lemhi,County,400.591
0500000US12073,12,73,Leon,Michigan Lenawee,County,666.852
0500000US48289,48,289,Leon,North Carolina Lenoir,County,1073.151
0500000US21131,21,131,Leslie,Florida Leon,County,400.844
0500000US21133,21,133,Letcher,Texas Leon,County,337.914
0500000US12075,12,75,Levy,Kentucky Leslie,County,1118.206
0500000US36049,36,49,Lewis,Kentucky Letcher,County,1274.679
